study name,persona specification,specification_name_full,ran_date,variable name,correlation between the responses from humans vs. their twins,CI_lower,CI_upper,z-score for correlation between humans vs. their twins,accuracy between humans vs. their twins,mean_human,mean_twin,paired t-test t-stat,paired t-test p-value,std_human,std_twin,variance test F-stat,variance test p-value,effect size based on human,effect size based on twin,domain=social?,domain=cognitive?,replicating know human bias?,preference measure?,stimuli dependent?,knowledge question?,political question?,sample size
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job2_item7,0.1525181269497323,0.0913582419630981,0.2125317346902598,4.851243306074073,0.8410076743410076,4.98998998998999,4.836836836836837,3.816450764087435,0.0001437161263121,1.216082898132426,0.5908490582404711,4.23616889236215,2.220446049250313e-16,-0.215233753009541,-0.2036296469690966,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job2_item8,0.0550361709751539,-0.0070118804330582,0.1166620527743189,1.738669143854747,0.7904571237904571,4.103103103103103,3.8268268268268266,5.559936531137437,3.463860268866034e-08,1.4801222598788109,0.6130192707359438,5.829709661405093,2.220446049250313e-16,-0.5293448376076055,0.000437847514425,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job3_item1,0.1597565943733608,0.0987105780864693,0.2196046996406565,5.085394963398368,0.7178845512178846,4.5425425425425425,5.064064064064064,-7.454903996030524,1.9482059304036033e-13,1.8468252404815408,1.5461828036893792,1.4266910116743596,2.1807150529795652e-08,0.0636479299391669,0.0807199086606286,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job3_item2,0.179474905239757,0.1187729427310978,0.2388403052065907,5.726151836237557,0.7529195862529195,3.886886886886887,4.416416416416417,-9.112225358878476,4.3158086949932474e-19,1.5922590228382558,1.2449379549979025,1.6358068474214738,1.0436096431476471e-14,0.0256828062055297,0.1192877367890575,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job3_item3,0.097369742775111,0.035560385759915,0.1584370143821066,3.0827042395462625,0.8370036703370036,5.122122122122122,5.501501501501502,-9.052154870469248,7.186211265746166e-19,1.1772310082539834,0.7326809609433054,2.5816274672466233,2.220446049250313e-16,0.2095557918181481,0.0368970840901637,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job3_item4,0.0850954699093842,0.0231937700973468,0.1463471696150907,2.6920783215921618,0.8213213213213213,5.008008008008008,5.48948948948949,-10.996411175951057,1.2505961400056318e-26,1.2300251459442797,0.7475006046469358,2.70772704915973,2.220446049250313e-16,0.3163083239428866,0.0413614646963874,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job3_item5,0.121393093304907,0.0598193754208438,0.1820465263886654,3.850088298518878,0.841675008341675,5.044044044044044,5.2792792792792795,-5.772407445096422,1.0426056316542227e-08,1.128098965789479,0.773484089269966,2.1271182462563956,2.220446049250313e-16,0.1248010505730617,0.0010255009464012,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job3_item6,0.1007862344329317,0.0390059516795263,0.1617989166180792,3.191595937376821,0.8323323323323323,5.31931931931932,5.5525525525525525,-5.3250040131342695,1.2472668840445054e-07,1.1848818621244568,0.8452335953168779,1.9651540550178437,2.220446049250313e-16,0.277226547831597,0.0918658791868367,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job3_item7,0.0755753734898534,0.0136150782462784,0.1369575016513949,2.3896751595784025,0.8328328328328328,5.2142142142142145,5.378378378378378,-3.7128881609431184,0.0002162496116339,1.206262116932988,0.8026590159992615,2.258505752494824,2.220446049250313e-16,0.3730693626683172,0.0745731167084125,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job3_item8,0.1304185175334109,0.0689521621375988,0.1908984381321418,4.139516061589823,0.7560894227560894,5.043043043043043,4.192192192192192,16.742937674072813,1.2083690068151484e-55,1.3852751074771903,1.0134857699597568,1.868257567324236,2.220446049250313e-16,0.3267198787761546,0.1324996035750565,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job4_item1,0.1902410511128177,0.1297478998739908,0.2493232688399707,6.077951409050086,0.7318985652318986,2.65965965965966,2.980980980980981,-4.940167702618738,9.148041200884666e-07,1.8179367624945435,1.36615203451206,1.7707590811575389,2.220446049250313e-16,-0.0922306828045101,-0.0191817104671079,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job4_item2,0.1801919746951157,0.1195034591164571,0.239538943936663,5.749538493721134,0.714381047714381,2.5175175175175175,3.5745745745745747,-18.486489470790172,7.566550925340372e-66,1.6145144028336689,1.1536272821003353,1.958631843758149,2.220446049250313e-16,-0.074928514185831,0.0015140607408798,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job4_item3,0.1190606004636441,0.0574608113428523,0.1797572756314832,3.775396396537828,0.8420086753420086,4.8408408408408405,4.927927927927928,-2.1489251060300583,0.0318803143213768,1.1876509264678632,0.6415871561750192,3.426622807017543,2.220446049250313e-16,-0.2337527999775285,-0.1701584834027897,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job4_item4,0.1378357793288262,0.0764653768556037,0.1981657480053604,4.3778904455032315,0.8428428428428428,4.910910910910911,4.912912912912913,-0.0509392711109378,0.959384105473232,1.154875988220123,0.64362405741083,3.219631485920438,2.220446049250313e-16,-0.1940092591751752,-0.1416146727769823,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job4_item5,0.1369644218026065,0.0755823856482109,0.1973123500809843,4.349861715468205,0.8498498498498499,5.028028028028028,4.803803803803804,5.8922473612348165,5.204850908052102e-09,1.1080029586277609,0.6437191112075307,2.962709255153317,2.220446049250313e-16,-0.0358726070672494,-0.1589790611230723,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job4_item6,0.1122321584705087,0.0505599958130156,0.1730516444634975,3.556972284783909,0.8241574908241575,5.2002002002002,4.781781781781782,10.15353715153667,4.0565592223644136e-23,1.1995155835713105,0.6597719503596612,3.3054005354912745,2.220446049250313e-16,-0.2164571205034667,-0.1309731939566845,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job4_item7,0.0860402281477477,0.0241449635490459,0.1472783827488758,2.722114310184492,0.827660994327661,5.122122122122122,4.738738738738738,9.294956439557447,8.996309454699299e-20,1.1899298160123442,0.6447031060890063,3.4066158939758098,2.220446049250313e-16,-0.2497872007222978,-0.100399800426883,1,0,0,1,1,0,0,999
hiring algorithms,with_reasoning,with_reasoning_2025-08-01,2025-08-01,job4_item8,0.0892902694932076,0.0274179986182136,0.150480999010043,2.825478351678256,0.7926259592926259,4.665665665665665,4.1841841841841845,10.0433002545272,1.1246375158471114e-22,1.363102501351499,0.7945897405716699,2.9428703056491066,2.220446049250313e-16,-0.4132544498806823,-0.0631892802451696,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,Q6,-0.0539465723806445,-0.1155839456972686,0.0081046615880746,-1.704179578581665,0.6854354354354355,2.875875875875876,3.723723723723724,-20.34854454015023,2.8611193896074323e-77,1.214726194689461,0.4473790829212052,7.3723414917714045,2.220446049250313e-16,,,1,0,0,1,0,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,Q8,-0.0021087602901426,-0.0641244890568046,0.0599231931681461,-0.0665514508621075,0.6966966966966968,3.2962962962962963,3.656656656656657,-7.927256841002389,5.968778905675739e-15,1.3527587400248886,0.4813487576448138,7.898070146578816,2.220446049250313e-16,,,1,0,0,1,0,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,Q9,,,,,0.7877877877877878,3.3633633633633635,4.0,-23.01172480834675,2.42889810885474e-94,0.8744303035752594,0.0,,,,,1,0,0,1,0,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,Q10,-0.0246596296111536,-0.0865513658779338,0.0374217224682731,-0.7784025907251871,0.6496496496496497,2.967967967967968,2.003003003003003,21.54612257456018,7.464275439599038e-85,1.4131415048750695,0.0547447254163614,666.3259705488624,2.220446049250313e-16,,,1,0,0,1,0,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,Q13,-0.0460687416086958,-0.1077848758826746,0.0160010953532202,-1.454934828292214,0.7780280280280281,3.667667667667667,4.027027027027027,-10.366935117908705,5.495373450971216e-24,1.076095548231435,0.1622433853889742,43.991388507849415,2.220446049250313e-16,,,1,0,0,1,0,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,Q14,,,,,0.6603269936603271,2.980980980980981,4.0,-30.952095636631835,5.3250807744079377e-148,1.0405788039033397,0.0,,,,,1,0,0,1,0,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,Q15,-0.022904859437144,-0.084808491807839,0.0391749104071403,-0.7229916237143323,0.7267267267267268,3.8328328328328327,4.837837837837838,-30.692514533234263,3.223699044398024e-146,0.9586036328602918,0.3687841281781551,6.7566853990589575,2.220446049250313e-16,,,1,0,0,1,0,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,Q16,0.0081047090159483,-0.0539465250876903,0.0700935897154098,0.2557859028551622,0.7655155155155156,3.3853853853853852,3.972972972972973,-17.16655709907487,4.4894898556064055e-58,1.070943727542092,0.1622433853889742,43.57117817405884,2.220446049250313e-16,,,1,0,0,1,0,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job1_item1,-0.0089787680154331,-0.0709633643719393,0.0530749052717594,-0.2833727541256953,0.7325658992325659,2.967967967967968,2.3703703703703702,9.735999084873528,1.841111522942502e-21,1.8740328099904804,0.4852152415415363,14.917138134351244,2.220446049250313e-16,-0.0706884866482539,-0.0748963210314382,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job1_item2,0.010192429657655,-0.0518644737051991,0.0721709207666426,0.321678793897719,0.7672672672672672,3.93993993993994,4.235235235235235,-5.326821054151267,1.2352008601524138e-07,1.6923724902301418,0.4713428134758716,12.891935818833582,2.220446049250313e-16,0.0351221331216736,0.1454763520524744,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job1_item3,-0.0074936067593611,-0.069485426886118,0.0545558658169992,-0.2364986671591614,0.8289956623289957,4.782782782782783,4.983983983983984,-4.546493245201795,6.1234624344181605e-06,1.3760999840840986,0.2405399398625557,32.7284609784003,2.220446049250313e-16,0.1105587060245721,-0.0339470358729213,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job1_item4,0.0850022960233211,0.0230999676291927,0.1462553256922235,2.6891163786858576,0.8319986653319986,4.753753753753754,4.5325325325325325,5.3477521617624415,1.1041125628745241e-07,1.251621562812185,0.4991904194216646,6.286567596721998,2.220446049250313e-16,0.3052997904493998,0.5968457407618715,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job1_item5,0.0095778528784407,-0.0524774376202823,0.0715594582846349,0.3022811818314174,0.8289956623289957,4.967967967967968,4.52052052052052,11.04248721236327,7.923926747927813e-27,1.1839672850374934,0.499828958048588,5.610952304480489,2.220446049250313e-16,0.0436829119025267,0.3688537124043713,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job1_item6,-0.030210107156503,-0.0920617218922311,0.0318737322792771,-0.9537051041126082,0.8119786453119786,5.103103103103103,4.5995995995996,11.683172065609591,1.1977015712649324e-29,1.2536041748633615,0.4963189547554465,6.379683542757557,2.220446049250313e-16,0.1303948496751437,0.3605178557262626,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job1_item7,0.0684396772542037,0.0064429109698411,0.1299123269218507,2.163301638654033,0.8189856523189857,4.875875875875876,4.5225225225225225,8.141016830734166,1.1610005504368394e-15,1.31227006139616,0.4997426624780443,6.895306714218011,2.220446049250313e-16,0.257341074546785,0.4455858285750887,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job1_item8,0.0137448390301264,-0.0483204705907911,0.075704416010351,0.4338071228284408,0.7819486152819486,4.632632632632633,5.208208208208208,-11.323318654495845,4.7577781483019585e-28,1.496882590973151,0.6045027210627237,6.131672558793176,2.220446049250313e-16,0.3996673373472291,0.1361708270789015,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job2_item1,0.0111212058842767,-0.0509380461767168,0.0730949021307614,0.3509938085491088,0.7332332332332332,3.1831831831831834,2.845845845845846,5.5973071161331145,2.812542661822369e-08,1.829253896295345,0.5521503420815582,10.975726749924334,2.220446049250313e-16,-0.1603172112186942,-0.2735038787330204,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job2_item2,0.0220717917893011,-0.0400070931205211,0.0839809391447146,0.6966871478603566,0.7634300967634301,3.5155155155155153,4.096096096096096,-10.71103201935498,2.0431472692899872e-25,1.662840818805842,0.4507561835947151,13.608741583239532,2.220446049250313e-16,-0.1283317564804649,-0.1134717469216077,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job2_item3,0.043095673311818,-0.0189791733333726,0.1048395560797273,1.360919443213234,0.8438438438438438,4.7957957957957955,4.823823823823824,-0.6998212108055665,0.4842020537983544,1.223657229936183,0.3811608061084185,10.306307301447037,2.220446049250313e-16,-0.3196618393078725,-0.0676618556010445,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job2_item4,0.0602533760475655,-0.0017773821828652,0.1218222224855915,1.9038706899238855,0.8393393393393394,4.862862862862863,4.63963963963964,5.598123185558264,2.7997401347985683e-08,1.1937597483941165,0.4824269289268353,6.123091907360001,2.220446049250313e-16,-0.1846449147483718,0.1841054401323338,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job2_item5,0.0202051158506878,-0.0418714735307327,0.0821263106575975,0.6377494964092809,0.8431765098431765,4.994994994994995,4.58058058058058,10.986985243767752,1.372714956218727e-26,1.0951592224054978,0.4937112159885057,4.920492140564563,2.220446049250313e-16,-0.0567110176204452,0.1745510147565611,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job2_item6,0.0153952822913798,-0.0466734010131,0.0773455425392602,0.4859053051689321,0.8111444778111445,5.173173173173173,4.536536536536537,15.597028683368627,3.0320789246286582e-49,1.1974593349081035,0.4989130634752201,5.760654073047288,2.220446049250313e-16,-0.2187640000241823,0.2534229671676372,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job2_item7,0.0095056443647796,-0.0525494535639605,0.071487612620825,0.3000021120797681,0.8173173173173173,4.98998998998999,4.476476476476477,12.38651904588226,7.023309473017799e-33,1.216082898132426,0.4996964982646498,5.922618378135191,2.220446049250313e-16,-0.215233753009541,0.3178309658814731,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job2_item8,0.0044084286029689,-0.0576314453635683,0.0664143848562804,0.1391285612886265,0.7871204537871205,4.103103103103103,3.722722722722722,7.630679199811561,5.44054625746004e-14,1.4801222598788109,0.5466184937867485,7.332068909955151,2.220446049250313e-16,-0.5293448376076055,0.0645131291476565,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job3_item1,0.0253027811754009,-0.0367790550994755,0.0871900624703433,0.7987127872236203,0.7167167167167168,4.5425425425425425,5.98998998998999,-24.638204278983977,4.3775885534087704e-105,1.8468252404815408,0.2449896728016485,56.82717245989305,2.220446049250313e-16,0.0636479299391669,0.1470095503004928,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job3_item2,0.0018599262469443,-0.0601711309762426,0.0638766732805698,0.0586983499560373,0.7484150817484151,3.886886886886887,4.903903903903904,-19.627975902092633,8.595282818938282e-73,1.5922590228382558,0.3860996252471722,17.007037799577457,2.220446049250313e-16,0.0256828062055297,0.3772141362176514,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job3_item3,0.0226551875258441,-0.0394243261393307,0.0845604817095146,0.7151080200247065,0.8273273273273273,5.122122122122122,5.93993993993994,-21.618049776985497,2.5844072869478946e-85,1.1772310082539834,0.2377170907336073,24.52463613773517,2.220446049250313e-16,0.2095557918181481,0.0479926259334212,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job3_item4,0.0607019359785477,-0.0013271766849242,0.1222657233619111,1.918078970259617,0.8161494828161495,5.008008008008008,5.8408408408408405,-20.860876436650333,1.709007785170416e-80,1.2300251459442797,0.3660076733178538,11.29399520814615,2.220446049250313e-16,0.3163083239428866,0.3451209307477366,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job3_item5,0.0346630736058374,-0.0274199937782463,0.0964797631419786,1.0943866038396108,0.8343343343343343,5.044044044044044,5.585585585585585,-14.08403889613779,3.1867203595939796e-41,1.128098965789479,0.4928673949150757,5.238829018539163,2.220446049250313e-16,0.1248010505730617,0.2701031098934809,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job3_item6,0.0627668065270624,0.0007455932986821,0.1243069883644929,1.9834945165096267,0.8391725058391725,5.31931931931932,5.985985985985986,-17.62775447725088,9.328097143118928e-61,1.1848818621244568,0.2488526855833544,22.670726571863568,2.220446049250313e-16,0.277226547831597,0.193321530622854,1,0,0,1,1,0,0,999
hiring algorithms,empty_persona,empty_persona_2025-07-27,2025-07-27,job3_item7,0.0343707705419646,-0.0277124231278014,0.0961898273306793,1.085150670821604,0.8355021688355022,5.2142142142142145,5.788788788788789,-14.386969972366003,8.690335480806757e-43,1.206262116932988,0.4156681301510629,8.421509096608654,2.220446049250313e-16,0.3730693626683172,0.2225443646280722,1,0,0,1,1,0,0,999
