test_column,n_valid_points,calibrated_correlation,calibrated_current_accuracy,calibrated_standardized_accuracy,calibrated_wasserstein_distance,calibrated_std_ratio,calibrated_mean_difference,calibrated_cohens_d,calibrated_n_points,calibrated_human_std,original_correlation,original_current_accuracy,original_standardized_accuracy,original_wasserstein_distance,original_std_ratio,original_mean_difference,original_cohens_d,original_n_points,original_human_std,fit_r2,fit_adj_r2,fit_mse,fit_rmse,fit_f_stat,fit_f_pvalue,fit_residual_std,fit_n_significant_coefs,fit_n_features,fit_n_samples
Fake7_3,1003,0.6300994768682973,0.8026526557608074,0.7977939919641841,0.11555127862562994,0.6802709963885146,0.05107730062642899,0.18943598346160545,1003,0.03157544889753363,0.10121961540547995,0.7082751744765703,0.660091873411567,0.15613160518444663,0.5829398413543336,0.07517447657028908,0.29131961554758623,1003,0.03157544889753363,0.6564568048765571,0.6266482846923105,0.2901042656752152,0.5386132802625787,22.02245535232856,1.1102230246251565e-16,0.5386132802625786,11,80,1003
Real1_3,1003,0.5875015512225595,0.7968882144279569,0.7997897139418406,0.1195071904058774,0.7280386039509487,0.08009830873448971,0.31258443355347265,1003,0.03157544889753363,0.10900959048173771,0.7108673978065803,0.6772744449912863,0.17028913260219342,0.6203059881980276,0.12642073778664012,0.5185891513999922,1003,0.03157544889753363,0.5788417479960167,0.5422987326377535,0.34772540447551914,0.5896824607155271,15.840010527897713,1.1102230246251565e-16,0.5896824607155271,11,80,1003
Real5_3,1003,0.5510168009827925,0.7762496818602797,0.7593278706189832,0.09048709400747183,0.8303738815964313,0.022617353130985764,0.07338064401054288,1003,0.03157544889753363,0.12463144208692038,0.6965104685942174,0.6439003277452418,0.11126620139581256,0.71866254028544,0.013958125623130613,0.047800326514219824,1003,0.03157544889753363,0.5661561715006208,0.5285124553618461,0.6299563034910752,0.7936978666287791,15.039858695498284,1.1102230246251565e-16,0.7936978666287791,9,80,1003
Real6_3,1003,0.546740303676068,0.7554186621005163,0.7521853810779139,0.11727037658031439,0.7364663649052621,0.08583810903327027,0.29331265678062207,1003,0.03157544889753363,0.159980819429695,0.6883349950149551,0.6506458818174867,0.1884346959122632,0.6234909000233995,0.15892323030907277,0.572299683987878,1003,0.03157544889753363,0.7214154055393356,0.6972432064538115,0.30067261057977074,0.548336220379222,29.844839643546074,1.1102230246251565e-16,0.548336220379222,10,80,1003
Real7_3,1003,0.5536554642897404,0.7550286245270338,0.7361052701826277,0.11371703093816829,0.7335640407010391,0.005066552454815287,0.016184316388014614,1003,0.03157544889753363,0.14894495989511422,0.6837487537387836,0.6289783375178639,0.13479561316051844,0.6335863536627032,0.03629112662013965,0.12144814260050353,1003,0.03157544889753363,0.7178208160080191,0.6933367219523157,0.36087253226868843,0.6007266701826117,29.317842611407936,1.1102230246251565e-16,0.6007266701826117,11,80,1003
Real8_3,1003,0.45129875194204666,0.7424545484343372,0.7191674615790191,0.10516833430999806,0.7516583645564662,0.013777820181562461,0.04551854013202335,1003,0.03157544889753363,0.180642411069982,0.6965104685942174,0.6544054902386303,0.12761714855433698,0.6806173803388973,0.06859421734795612,0.23436532515988173,1003,0.03157544889753363,0.6299018115053608,0.5977891704212273,0.5018405603728955,0.7084070583872633,19.61538479052685,1.1102230246251565e-16,0.7084070583872633,10,80,1003
fairness_average,400,-0.04019027870044711,0.7739781082959817,0.7433559349658297,0.10529051373502467,0.6052285872420834,0.08382865493988832,0.4504558909994723,400,0.05,0.24598349220437038,0.8043181818181818,0.7802742762083863,0.11401515151515151,0.5681111372954859,0.08750000000000012,0.47786166604973507,400,0.05,0.2953874652667905,0.11868212740266271,0.34874357023785996,0.5905451466550715,1.6716386094341968,0.0010323105252333376,0.5905451466550715,6,80,400
percent_correct,400,-0.02333059588009223,0.5171137560272783,0.7661023707230832,0.4827897258073617,0.032797999263775586,0.4827897258073615,3.2739790994191442,400,0.05,0.044234480060497475,0.5179166666666666,0.821473733971082,0.4820833333333334,0.03993112566547195,0.48208333333333314,3.2683420213765113,400,0.05,0.1345618336180031,-0.08247595105459804,0.5994962298375284,0.7742714187140891,0.6199926608216539,0.9943644227670644,0.7742714187140891,4,80,400
rating_5_1,799,0.35217849991386607,0.8052612585096077,0.7692388738871008,0.11299021599901395,0.4751772962137575,0.04170131191239401,0.19476964505011365,799,0.03537745688386125,0.32003393873341,0.7905193992490613,0.754433530812352,0.09871714643304129,0.6454228678678561,0.08745306633291616,0.37995846353666873,799,0.03537745688386125,0.15718973800874714,0.0632833021322845,1.6806143656063899,1.2963851146963967,1.6738973909683452,0.0004029631558813973,1.2963851146963967,5,80,799
rating_6_1,799,0.32895003757629865,0.7999052448137388,0.757708899439112,0.12340009004379238,0.44799594810266935,0.05258009475766112,0.24228255346077626,799,0.03537745688386125,0.37993621700781005,0.7989674593241551,0.7584055367480211,0.08839173967459323,0.6301070557279637,0.07149561952440553,0.3054174913104561,799,0.03537745688386125,0.16014787007359466,0.06657103108458018,1.67419208110561,1.293905746608156,1.7114049993972897,0.00022993773583557253,1.293905746608156,6,80,799
rating_8_1,799,0.2560274413244425,0.7837256031104504,0.7428193251820492,0.10482824499764777,0.5477946296457602,0.053782483368755685,0.24259606615831625,799,0.03537745688386125,0.30304885278072635,0.7855131414267835,0.7520249158320369,0.10341051314142677,0.6471823950754175,0.09965581977471838,0.43029167916232736,799,0.03537745688386125,0.18808225395444433,0.09761788113599801,1.6455832547941445,1.282802890078653,2.0790754204631265,5.363404363967206e-07,1.282802890078653,7,80,799
rating_9_1,799,0.2822700952670416,0.7804595595626747,0.7404710370475269,0.1096059878278429,0.5267457119791514,0.052828552329211576,0.2322566749050725,799,0.03537745688386125,0.3414807253235376,0.7844180225281602,0.749498731462773,0.10200250312891115,0.6285292179433274,0.09543178973717148,0.40148716709399146,799,0.03537745688386125,0.18521468789451379,0.09443080910838708,1.6686200170051244,1.2917507565335986,2.0401715631786588,1.0608247172916307e-06,1.2917507565335986,9,80,799
